Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Bentleigh East,33 Molden St,3,h,1400000,PI,hockingstuart,7.05.2016,13.Eyl,3165,3,2,2,653,,,Glen Eira,-379.069,1.450.568,Southern Metropolitan,10969
Bentleigh East,20 Normdale Rd,3,h,965000,S,hockingstuart,7.05.2016,13.Eyl,3165,3,1,4,574,,,Glen Eira,-379.309,1.450.685,Southern Metropolitan,10969
Bentleigh East,38 Northam Rd,3,h,1338000,S,Buxton,7.05.2016,13.Eyl,3165,3,2,2,610,177,1970,Glen Eira,-379.231,145.066,Southern Metropolitan,10969
Bentleigh East,48a Purtell St,3,t,800000,S,Buxton,7.05.2016,13.Eyl,3165,3,2,1,353,,,Glen Eira,-379.262,145.055,Southern Metropolitan,10969
Bentleigh East,1/6 Richard St,2,u,651000,S,Gary,7.05.2016,13.Eyl,3165,2,1,1,265,150,1960,Glen Eira,-379.223,1.450.747,Southern Metropolitan,10969
Bentleigh East,12 Rudyard St,3,h,920000,PI,Buxton,7.05.2016,13.Eyl,3165,3,1,3,583,,1955,Glen Eira,-379.272,1.450.804,Southern Metropolitan,10969
Bentleigh East,3 Veronica St,3,h,1390000,S,Buxton,7.05.2016,13.Eyl,3165,4,2,2,590,118,1960,Glen Eira,-379.256,1.450.757,Southern Metropolitan,10969
Bentleigh East,2/12 Blenheim St,2,u,495000,SP,Woodards,8.10.2016,13.Eyl,3165,2,1,1,96,,,Glen Eira,-379.102,1.450.709,Southern Metropolitan,10969
Bentleigh East,4/19 Gray St,1,u,370000,PI,Buxton,8.10.2016,13.Eyl,3165,1,1,1,0,,1970,Glen Eira,-379.205,1.450.528,Southern Metropolitan,10969
Bentleigh East,4 Tambet St,3,h,1100000,SP,Buxton,8.10.2016,13.Eyl,3165,3,1,2,578,163,1955,Glen Eira,-379.186,1.450.709,Southern Metropolitan,10969
Bentleigh East,109 Victor Rd,4,h,1100000,S,Woodards,8.10.2016,13.Eyl,3165,4,2,4,653,,,Glen Eira,-379.244,1.450.792,Southern Metropolitan,10969
Bentleigh East,7 Wallace St,3,h,1355000,S,Buxton,8.10.2016,13.Eyl,3165,0,1,2,818,,,Glen Eira,-379.241,1.450.539,Southern Metropolitan,10969
Bentleigh East,21 Wards Gr,4,h,1206000,S,Hodges,8.10.2016,13.Eyl,3165,4,1,1,636,138,1940,Glen Eira,-37.925,1.450.612,Southern Metropolitan,10969
Bentleigh East,2/3 Wonga Ct,2,t,486500,S,hockingstuart,8.10.2016,13.Eyl,3165,2,1,1,0,75,1960,Glen Eira,-379.082,1.450.681,Southern Metropolitan,10969
Bentleigh East,26 Boronia St,2,h,1010000,S,hockingstuart,10.09.2016,13.Eyl,3165,3,1,1,597,,,Glen Eira,-379.126,1.450.776,Southern Metropolitan,10969
Bentleigh East,16 Leigh St,3,h,899000,S,Buxton,10.09.2016,13.Eyl,3165,3,1,1,583,,,Glen Eira,-379.312,1.450.795,Southern Metropolitan,10969
Bentleigh East,87 Parkmore Rd,4,h,1415000,S,Buxton,10.09.2016,13.Eyl,3165,4,2,2,604,177,1970,Glen Eira,-379.153,1.450.707,Southern Metropolitan,10969
Bentleigh East,1A Brian St,4,t,1185000,S,hockingstuart,10.12.2016,13.Eyl,3165,4,2,2,305,207,2012,Glen Eira,-379.245,1.450.507,Southern Metropolitan,10969
Bentleigh East,13 Brooks St,4,t,1060000,S,Woodards,10.12.2016,13.Eyl,3165,4,3,1,313,166,1960,Glen Eira,-379.164,1.450.765,Southern Metropolitan,10969
Bentleigh East,4/738 Centre Rd,2,u,716000,S,Buxton,10.12.2016,13.Eyl,3165,2,1,2,212,,,Glen Eira,-379.218,1.450.607,Southern Metropolitan,10969
Bentleigh East,18 May St,3,h,1550000,S,Paul,10.12.2016,13.Eyl,3165,3,1,1,581,,,Glen Eira,-379.177,1.450.535,Southern Metropolitan,10969
Bentleigh East,1098 North Rd,3,h,840000,S,Buxton,10.12.2016,13.Eyl,3165,3,2,2,697,,,Glen Eira,-379.092,1.450.813,Southern Metropolitan,10969
Bentleigh East,106 Parkmore Rd,3,h,1110000,S,Woodards,10.12.2016,13.Eyl,3165,3,1,4,612,,,Glen Eira,-379.159,1.450.733,Southern Metropolitan,10969
Bentleigh East,8 Tambet St,3,h,1106000,S,McGrath,10.12.2016,13.Eyl,3165,3,1,2,584,,,Glen Eira,-379.183,145.071,Southern Metropolitan,10969
Bentleigh East,41 Bradford St,3,h,845000,S,Ray,12.11.2016,13.Eyl,3165,3,2,2,295,145,1998,Glen Eira,-379.239,1.450.781,Southern Metropolitan,10969
Bentleigh East,2/41 Elizabeth St,3,t,860000,VB,Buxton,12.11.2016,13.Eyl,3165,3,2,1,254,117,1995,Glen Eira,-379.227,1.450.558,Southern Metropolitan,10969
Bentleigh East,40 Kennedy St,3,h,1208000,S,Woodards,12.11.2016,13.Eyl,3165,3,1,1,747,,,Glen Eira,-379.198,1.450.791,Southern Metropolitan,10969
Bentleigh East,5b MacKie Rd,3,t,921000,S,Buxton,12.11.2016,13.Eyl,3165,3,2,2,167,140,2009,Glen Eira,-379.219,1.450.733,Southern Metropolitan,10969
Bentleigh East,13 Norville St,3,h,1165000,S,Buxton,12.11.2016,13.Eyl,3165,3,1,1,732,,,Glen Eira,-379.334,1.450.667,Southern Metropolitan,10969
Bentleigh East,37 Orange St,3,h,1270000,S,Buxton,12.11.2016,13.Eyl,3165,3,1,2,694,,,Glen Eira,-379.174,1.450.779,Southern Metropolitan,10969
Bentleigh East,1/112 Tambet St,2,h,742500,S,Woodards,12.11.2016,13.Eyl,3165,2,1,1,300,135,1960,Glen Eira,-379.099,1.450.726,Southern Metropolitan,10969
Bentleigh East,25 Thornton St,3,h,920000,PI,Buxton,12.11.2016,13.Eyl,3165,3,2,2,578,120,1950,Glen Eira,-379.303,1.450.805,Southern Metropolitan,10969
Bentleigh East,53 Purtell St,3,h,1307000,S,Woodards,13.08.2016,13.Eyl,3165,3,2,4,684,,,Glen Eira,-37.926,1.450.551,Southern Metropolitan,10969
Bentleigh East,33 Schulz St,4,h,1010000,S,Ray,13.08.2016,13.Eyl,3165,4,1,2,658,112,,Glen Eira,-379.343,1.450.607,Southern Metropolitan,10969
Bentleigh East,12 Tambet St,2,h,702000,PI,Buxton,13.08.2016,13.Eyl,3165,2,1,1,591,102,1960,Glen Eira,-379.179,145.071,Southern Metropolitan,10969
Bentleigh East,1/93 Tambet St,2,h,813000,S,Buxton,13.08.2016,13.Eyl,3165,2,1,1,306,,,Glen Eira,-379.111,145.072,Southern Metropolitan,10969
Bentleigh East,2/15 Liverpool St,3,t,805000,S,hockingstuart,14.05.2016,13.Eyl,3165,3,2,1,268,117,2000,Glen Eira,-379.196,1.450.691,Southern Metropolitan,10969
Bentleigh East,47 MacKie Rd,3,h,880000,PI,hockingstuart,14.05.2016,13.Eyl,3165,2,1,3,660,,,Glen Eira,-379.173,1.450.742,Southern Metropolitan,10969
Bentleigh East,23 Yarraburn Cl,4,h,1100000,S,Hodges,14.05.2016,13.Eyl,3165,4,2,1,274,190,2004,Glen Eira,-379.257,1.450.735,Southern Metropolitan,10969
Bentleigh East,14 Vasey St,3,h,1085000,S,Woodards,15.10.2016,13.Eyl,3165,3,2,4,710,,,Glen Eira,-379.348,1.450.634,Southern Metropolitan,10969
Bentleigh East,32a Argyle St,3,t,920000,S,Buxton,16.04.2016,13.Eyl,3165,3,2,1,343,,,Glen Eira,-379.112,1.450.738,Southern Metropolitan,10969
Bentleigh East,12 Barrani St,3,h,1050000,S,Woodards,16.04.2016,13.Eyl,3165,3,1,4,726,131,1950,Glen Eira,-379.117,1.450.695,Southern Metropolitan,10969
Bentleigh East,45 Browns Rd,3,h,1560000,S,Woodards,16.04.2016,13.Eyl,3165,3,1,2,841,,,Glen Eira,-379.217,145.056,Southern Metropolitan,10969
Bentleigh East,25 Glover St,4,h,800000,PI,Hodges,16.04.2016,13.Eyl,3165,4,2,2,601,,,Glen Eira,-379.278,145.081,Southern Metropolitan,10969
Bentleigh East,21 Highview Rd,2,h,722000,S,Buxton,16.04.2016,13.Eyl,3165,2,2,1,201,79,2005,Glen Eira,-379.293,1.450.657,Southern Metropolitan,10969
Bentleigh East,18 Normanby Rd,3,h,930000,SP,Buxton,16.04.2016,13.Eyl,3165,3,1,2,588,133,1960,Glen Eira,-379.286,145.069,Southern Metropolitan,10969
Bentleigh East,93 Tudor St,3,h,921000,S,Buxton,16.04.2016,13.Eyl,3165,3,2,1,291,119,2000,Glen Eira,-37.919,1.450.829,Southern Metropolitan,10969
Bentleigh East,23 York St,4,h,1035000,PI,First,16.04.2016,13.Eyl,3165,3,1,2,610,160,1950,Glen Eira,-379.193,1.450.691,Southern Metropolitan,10969
Bentleigh East,2/34 Adrian St,3,u,720000,PI,Gary,16.07.2016,13.Eyl,3165,3,2,1,228,,1996,Glen Eira,-379.329,1.450.617,Southern Metropolitan,10969
Bentleigh East,20 Elizabeth St,3,h,1185000,S,hockingstuart,16.07.2016,13.Eyl,3165,3,1,2,618,,,Glen Eira,-379.228,1.450.527,Southern Metropolitan,10969
Bentleigh East,7 England St,4,h,1352000,S,hockingstuart,16.07.2016,13.Eyl,3165,4,2,2,618,196,1950,Glen Eira,-379.252,1.450.562,Southern Metropolitan,10969
Bentleigh East,11b Lilac St,4,t,1005000,SP,Woodards,16.07.2016,13.Eyl,3165,4,2,2,296,205,2006,Glen Eira,-379.197,145.057,Southern Metropolitan,10969
Bentleigh East,53 Molden St,2,u,761000,S,Ray,16.07.2016,13.Eyl,3165,2,1,2,282,,,Glen Eira,-379.073,1.450.599,Southern Metropolitan,10969
Bentleigh East,790 North Rd,5,h,1600000,S,Buxton,16.07.2016,13.Eyl,3165,4,2,2,659,315,1930,Glen Eira,-37.906,1.450.547,Southern Metropolitan,10969
Bentleigh East,26 Almurta Rd,3,h,1200000,S,hockingstuart,17.09.2016,13.Eyl,3165,3,1,1,721,120,1970,Glen Eira,-379.244,1.450.665,Southern Metropolitan,10969
Bentleigh East,1/57 Brooks St,3,h,780000,PI,Buxton,17.09.2016,13.Eyl,3165,3,2,2,421,126,1950,Glen Eira,-379.168,1.450.809,Southern Metropolitan,10969
Bentleigh East,48a Celia St,4,t,1250000,PI,Buxton,17.09.2016,13.Eyl,3165,4,2,2,314,231,2010,Glen Eira,-379.299,1.450.598,Southern Metropolitan,10969
Bentleigh East,30 Chauvel St,3,h,750000,PI,Buxton,17.09.2016,13.Eyl,3165,3,2,1,337,,,Glen Eira,-379.115,1.450.844,Southern Metropolitan,10969
Bentleigh East,36 Kennedy St,3,h,1300000,S,Woodards,17.09.2016,13.Eyl,3165,3,1,4,746,,,Glen Eira,-379.198,1.450.787,Southern Metropolitan,10969
Bentleigh East,5 Kennedy St,5,h,1475000,S,Woodards,17.09.2016,13.Eyl,3165,5,2,2,729,,,Glen Eira,-379.191,145.075,Southern Metropolitan,10969
Bentleigh East,8 Leo St,4,h,1110000,S,Buxton,17.09.2016,13.Eyl,3165,4,2,2,583,176,1960,Glen Eira,-379.262,1.450.624,Southern Metropolitan,10969
Bentleigh East,42 Marlborough St,2,u,835000,S,Woodards,17.09.2016,13.Eyl,3165,2,2,1,362,,,Glen Eira,-379.149,1.450.676,Southern Metropolitan,10969
Bentleigh East,11 Moylan St,4,h,1690000,S,Gary,17.09.2016,13.Eyl,3165,4,2,2,700,165,1950,Glen Eira,-379.117,1.450.534,Southern Metropolitan,10969
Bentleigh East,42 Paloma St,3,u,791000,S,Woodards,17.09.2016,13.Eyl,3165,3,3,1,391,122,1950,Glen Eira,-379.149,1.450.788,Southern Metropolitan,10969
Bentleigh East,601 South Rd,3,h,900000,VB,Beller,17.09.2016,13.Eyl,3165,3,1,3,780,140,1940,Glen Eira,-379.347,1.450.507,Southern Metropolitan,10969
Bentleigh East,1/51 Valkstone St,3,h,1189000,S,hockingstuart,17.09.2016,13.Eyl,3165,4,2,2,337,,2010,Glen Eira,-379.144,1.450.582,Southern Metropolitan,10969
Bentleigh East,75 Victor Rd,3,t,825000,S,hockingstuart,17.09.2016,13.Eyl,3165,3,1,1,642,,,Glen Eira,-379.269,1.450.787,Southern Metropolitan,10969
Bentleigh East,2/11 Francesco St,3,t,1030000,S,Buxton,18.03.2017,13.Eyl,3165,3,2,2,327,,,Glen Eira,-379.195,1.450.555,Southern Metropolitan,10969
Bentleigh East,2/40 Francesco St,3,t,970000,S,Matthew,18.03.2017,13.Eyl,3165,3,2,2,267,156,2000,Glen Eira,-379.176,1.450.566,Southern Metropolitan,10969
Bentleigh East,16 Greenview Ct,3,h,930000,S,hockingstuart,18.03.2017,13.Eyl,3165,3,1,2,580,,,Glen Eira,-379.369,1.450.751,Southern Metropolitan,10969
Bentleigh East,5 Malane St,4,h,1510000,SP,C21,18.03.2017,13.Eyl,3165,4,2,2,640,,,Glen Eira,-379.198,1.450.545,Southern Metropolitan,10969
Bentleigh East,2/1 Mervin St,3,t,1240000,S,Buxton,18.03.2017,13.Eyl,3165,3,2,2,518,,,Glen Eira,-379.316,1.450.542,Southern Metropolitan,10969
Bentleigh East,1002 North Rd,3,h,823000,S,C21,18.03.2017,13.Eyl,3165,3,2,2,213,143,2003,Glen Eira,-379.079,1.450.707,Southern Metropolitan,10969
Bentleigh East,27 Parkmore Rd,4,h,1310000,S,Woodards,18.03.2017,13.Eyl,3165,4,2,2,606,,,Glen Eira,-379.147,1.450.645,Southern Metropolitan,10969
Bentleigh East,71 Victor Rd,4,h,1475000,S,hockingstuart,18.03.2017,13.Eyl,3165,4,2,2,674,,,Glen Eira,-379.272,1.450.786,Southern Metropolitan,10969
Bentleigh East,40 Waratah St,4,t,950000,PI,Buxton,18.03.2017,13.Eyl,3165,4,2,1,450,,1940,Glen Eira,-379.133,1.450.837,Southern Metropolitan,10969
Bentleigh East,1/38 Kennedy St,4,t,1045000,S,Buxton,18.06.2016,13.Eyl,3165,4,2,1,316,190,2010,Glen Eira,-379.198,1.450.789,Southern Metropolitan,10969
Bentleigh East,3/14 Malane St,3,h,750000,PI,Hodges,18.06.2016,13.Eyl,3165,3,2,1,188,,,Glen Eira,-379.193,1.450.553,Southern Metropolitan,10969
Bentleigh East,2/111 Marlborough St,3,u,800000,PI,Buxton,18.06.2016,13.Eyl,3165,3,2,2,252,,1994,Glen Eira,-379.085,1.450.683,Southern Metropolitan,10969
Bentleigh East,2/119 Marlborough St,2,u,655000,S,hockingstuart,18.06.2016,13.Eyl,3165,2,1,1,154,80,2000,Glen Eira,-379.079,1.450.685,Southern Metropolitan,10969
Bentleigh East,3 Molden St,5,h,1550000,S,Hodges,18.06.2016,13.Eyl,3165,5,3,2,623,257,1950,Glen Eira,-379.066,1.450.541,Southern Metropolitan,10969
Bentleigh East,2/53 Moylan St,3,h,835000,S,Woodards,18.06.2016,13.Eyl,3165,3,1,1,250,105,1980,Glen Eira,-379.087,1.450.537,Southern Metropolitan,10969
Bentleigh East,75 Orange St,3,h,1140000,S,hockingstuart,18.06.2016,13.Eyl,3165,4,1,3,701,,,Glen Eira,-379.178,1.450.815,Southern Metropolitan,10969
Bentleigh East,18 Paloma St,2,h,1120000,S,hockingstuart,18.06.2016,13.Eyl,3165,3,1,2,678,,,Glen Eira,-379.146,1.450.767,Southern Metropolitan,10969
Bentleigh East,31b Purtell St,4,t,1465000,S,Buxton,18.06.2016,13.Eyl,3165,3,2,2,319,256,2015,Glen Eira,-379.256,1.450.533,Southern Metropolitan,10969
Bentleigh East,24 Veronica St,3,h,910000,S,Buxton,18.06.2016,13.Eyl,3165,3,1,1,587,96,1950,Glen Eira,-379.241,1.450.763,Southern Metropolitan,10969
Bentleigh East,2/14 Wamba Rd,3,u,920000,SP,Buxton,18.06.2016,13.Eyl,3165,3,2,1,388,123,2007,Glen Eira,-379.329,145.053,Southern Metropolitan,10969
Bentleigh East,14 Charles St,3,t,935000,S,hockingstuart,19.11.2016,13.Eyl,3165,3,2,2,230,160,2012,Glen Eira,-379.179,1.450.592,Southern Metropolitan,10969
Bentleigh East,14 Florence St,3,h,977000,S,Buxton,19.11.2016,13.Eyl,3165,3,1,2,543,163,1970,Glen Eira,-379.242,1.450.705,Southern Metropolitan,10969
Bentleigh East,1 Jassa St,3,h,1352000,S,Woodards,19.11.2016,13.Eyl,3165,3,1,2,686,122,1950,Glen Eira,-379.113,1.450.765,Southern Metropolitan,10969
Bentleigh East,12 Millard St,4,h,1115000,SP,Buxton,19.11.2016,13.Eyl,3165,4,2,2,575,160,1960,Glen Eira,-379.274,1.450.654,Southern Metropolitan,10969
Bentleigh East,4 Adrian St,3,h,780000,VB,hockingstuart,22.05.2016,13.Eyl,3165,3,1,1,710,,1966,Glen Eira,-379.324,1.450.577,Southern Metropolitan,10969
Bentleigh East,40 Chesterville Dr,3,h,1115000,SP,hockingstuart,22.05.2016,13.Eyl,3165,3,2,2,1080,,,Glen Eira,-379.233,1.450.674,Southern Metropolitan,10969
Bentleigh East,54 Elizabeth St,3,h,1197000,S,Buxton,22.05.2016,13.Eyl,3165,3,1,2,692,147,1949,Glen Eira,-379.232,1.450.563,Southern Metropolitan,10969
Bentleigh East,2/10 Matthews Rd,2,u,485000,SP,Buxton,22.05.2016,13.Eyl,3165,2,2,2,0,83,2011,Glen Eira,-379.292,1.450.708,Southern Metropolitan,10969
Bentleigh East,1/26 Patricia St,3,u,810000,S,Woodards,22.05.2016,13.Eyl,3165,3,2,1,316,,1950,Glen Eira,-379.245,1.450.773,Southern Metropolitan,10969
Bentleigh East,39 Shrewsbury St,4,h,1365000,PI,Marshall,22.05.2016,13.Eyl,3165,4,1,1,582,151,1960,Glen Eira,-379.129,1.450.598,Southern Metropolitan,10969
Bentleigh East,579 Warrigal Rd,3,h,700000,S,Thomson,22.05.2016,13.Eyl,3165,0,0,0,456,,,Glen Eira,-379.314,1.450.808,Southern Metropolitan,10969
Bentleigh East,10 Boronia St,4,h,1698888,S,hockingstuart,22.08.2016,13.Eyl,3165,4,2,2,598,337,2006,Glen Eira,-379.138,1.450.774,Southern Metropolitan,10969
Bentleigh East,20 McGuinness Rd,4,h,1150000,S,Buxton,22.08.2016,13.Eyl,3165,4,2,2,639,,,Glen Eira,-379.258,145.075,Southern Metropolitan,10969
Bentleigh East,6/1126 North Rd,2,u,340000,VB,Gary,22.08.2016,13.Eyl,3165,2,1,1,0,,2012,Glen Eira,-379.096,1.450.843,Southern Metropolitan,10969
Bentleigh East,76 Bignell Rd,3,h,1000000,S,Woodards,24.09.2016,13.Eyl,3165,3,1,2,576,,,Glen Eira,-379.362,1.450.691,Southern Metropolitan,10969
Bentleigh East,5a Cavalier St,3,t,965000,S,Buxton,24.09.2016,13.Eyl,3165,3,2,1,283,28,2010,Glen Eira,-379.142,145.08,Southern Metropolitan,10969
Bentleigh East,2/5 Connie St,3,u,870000,S,Woodards,24.09.2016,13.Eyl,3165,3,2,2,365,150,2011,Glen Eira,-379.225,1.450.754,Southern Metropolitan,10969
Bentleigh East,23 Gardeners Rd,3,h,1405000,S,Woodards,24.09.2016,13.Eyl,3165,3,1,1,764,,,Glen Eira,-379.143,1.450.629,Southern Metropolitan,10969
Bentleigh East,123 MacKie Rd,3,h,1161000,S,hockingstuart,24.09.2016,13.Eyl,3165,3,2,3,629,168,1950,Glen Eira,-37.912,1.450.752,Southern Metropolitan,10969
Bentleigh East,11 Melball St,3,h,1266000,S,hockingstuart,24.09.2016,13.Eyl,3165,3,1,3,676,146,1970,Glen Eira,-379.307,1.450.531,Southern Metropolitan,10969
Bentleigh East,2/8 Rudyard St,3,t,700000,PI,hockingstuart,24.09.2016,13.Eyl,3165,3,2,2,194,200,2008,Glen Eira,-379.272,1.450.801,Southern Metropolitan,10969
Bentleigh East,2A Barrani St,4,t,1325000,S,Buxton,25.02.2017,13.Eyl,3165,4,4,2,363,265,2012,Glen Eira,-379.116,1.450.686,Southern Metropolitan,10969
Bentleigh East,2/16 Bessie St,3,u,770000,PI,hockingstuart,25.02.2017,13.Eyl,3165,3,2,1,281,132,2005,Glen Eira,-379.257,1.450.811,Southern Metropolitan,10969
Bentleigh East,177 Bignell Rd,3,h,1110000,S,hockingstuart,25.02.2017,13.Eyl,3165,3,1,6,542,538,,Glen Eira,-379.272,1.450.705,Southern Metropolitan,10969
Bentleigh East,1/6 Brad St,1,u,380000,S,hockingstuart,25.02.2017,13.Eyl,3165,1,1,1,0,99,1970,Glen Eira,-379.315,1.450.619,Southern Metropolitan,10969
Bentleigh East,98 Brady Rd,4,h,1175000,S,RT,25.02.2017,13.Eyl,3165,4,2,2,620,158,1980,Glen Eira,-379.281,1.450.669,Southern Metropolitan,10969
Bentleigh East,3 Forrest St,3,h,1200000,S,Woodards,25.02.2017,13.Eyl,3165,3,1,1,640,120,1960,Glen Eira,-37.916,1.450.776,Southern Metropolitan,10969
Bentleigh East,88 MacKie Rd,4,h,1370000,SP,Gary,25.02.2017,13.Eyl,3165,4,1,2,684,196,1970,Glen Eira,-379.147,1.450.751,Southern Metropolitan,10969
Bentleigh East,4 Mawby Rd,4,h,1433500,S,Hodges,25.02.2017,13.Eyl,3165,4,1,1,725,186,1950,Glen Eira,-379.289,1.450.502,Southern Metropolitan,10969
Bentleigh East,370 McKinnon Rd,2,h,1630000,S,C21,25.02.2017,13.Eyl,3165,2,1,2,724,,,Glen Eira,-379.135,1.450.557,Southern Metropolitan,10969
Bentleigh East,43 Wards Gr,3,h,1360000,SP,Woodards,25.02.2017,13.Eyl,3165,3,1,3,676,,,Glen Eira,-379.233,1.450.616,Southern Metropolitan,10969
Bentleigh East,45 Chesterville Dr,4,h,900000,VB,Gary,26.07.2016,13.Eyl,3165,3,1,2,741,,,Glen Eira,-379.229,1.450.673,Southern Metropolitan,10969
Bentleigh East,61 Molden St,3,t,860000,PI,hockingstuart,26.07.2016,13.Eyl,3165,3,2,1,210,131,2005,Glen Eira,-379.075,145.061,Southern Metropolitan,10969
Bentleigh East,30 Browns Rd,2,u,772500,S,Anderson,27.06.2016,13.Eyl,3165,2,1,2,318,,,Glen Eira,-379.218,1.450.563,Southern Metropolitan,10969
Bentleigh East,15 Cormick St,3,h,1001000,S,Gary,27.06.2016,13.Eyl,3165,3,1,1,598,,,Glen Eira,-379.216,145.073,Southern Metropolitan,10969
Bentleigh East,3/2 Garden Rd,2,u,715000,S,hockingstuart,27.06.2016,13.Eyl,3165,2,1,1,194,114,1995,Glen Eira,-379.107,1.450.598,Southern Metropolitan,10969
Bentleigh East,6 Gray St,3,h,801000,S,Buxton,27.06.2016,13.Eyl,3165,3,1,1,0,,,Glen Eira,-379.218,145.053,Southern Metropolitan,10969
Bentleigh East,2/5 Pell St,3,t,882000,S,Ray,27.06.2016,13.Eyl,3165,3,2,2,208,,,Glen Eira,-379.108,1.450.794,Southern Metropolitan,10969
Bentleigh East,41 Wards Gr,2,h,1180000,S,Buxton,27.06.2016,13.Eyl,3165,2,1,1,687,,,Glen Eira,-379.234,1.450.616,Southern Metropolitan,10969
Bentleigh East,30A Almurta Rd,3,t,840000,S,Buxton,27.11.2016,13.Eyl,3165,3,2,2,222,,,Glen Eira,-379.241,1.450.668,Southern Metropolitan,10969
Bentleigh East,1/811 Centre Rd,2,h,710000,S,Buxton,27.11.2016,13.Eyl,3165,2,1,1,0,115,1950,Glen Eira,-379.212,1.450.606,Southern Metropolitan,10969
Bentleigh East,335 Chesterville Rd,4,h,1040000,VB,Buxton,27.11.2016,13.Eyl,3165,4,2,2,643,,,Glen Eira,-379.295,145.063,Southern Metropolitan,10969
Bentleigh East,71 Deakin St,5,h,1550000,PI,hockingstuart,27.11.2016,13.Eyl,3165,5,3,2,583,296,2007,Glen Eira,-379.143,1.450.699,Southern Metropolitan,10969
Bentleigh East,2/42 Gowrie St,3,h,930000,S,Buxton,27.11.2016,13.Eyl,3165,3,2,2,258,,,Glen Eira,-379.162,1.450.799,Southern Metropolitan,10969
Bentleigh East,2/12 Hodgson Gr,3,u,790000,S,hockingstuart,27.11.2016,13.Eyl,3165,3,1,2,406,100,1996,Glen Eira,-379.286,1.450.737,Southern Metropolitan,10969
Bentleigh East,5 Konrad St,3,h,1040000,S,Hodges,27.11.2016,13.Eyl,3165,3,1,2,625,,,Glen Eira,-37.927,1.450.645,Southern Metropolitan,10969
Bentleigh East,18 Patricia St,3,h,1020000,S,Nick,27.11.2016,13.Eyl,3165,3,1,2,596,144,1960,Glen Eira,-379.251,1.450.771,Southern Metropolitan,10969
Bentleigh East,2 Sanicki Ct,3,t,670000,PI,Bayside,27.11.2016,13.Eyl,3165,3,1,2,233,,,Glen Eira,-379.376,1.450.784,Southern Metropolitan,10969
Bentleigh East,2/25 Brooks St,3,u,800000,S,Woodards,28.05.2016,13.Eyl,3165,3,2,2,261,,,Glen Eira,-379.163,1.450.779,Southern Metropolitan,10969
Bentleigh East,2/34 Browns Rd,4,t,1120000,PI,Buxton,28.05.2016,13.Eyl,3165,3,2,2,209,,,Glen Eira,-379.213,1.450.565,Southern Metropolitan,10969
Bentleigh East,16a Daphne St,3,t,970000,VB,hockingstuart,28.05.2016,13.Eyl,3165,3,2,2,321,,,Glen Eira,-379.181,1.450.586,Southern Metropolitan,10969
Bentleigh East,1/4 Daphne St,3,t,787500,S,Hodges,28.05.2016,13.Eyl,3165,3,2,1,300,,,Glen Eira,-379.189,1.450.584,Southern Metropolitan,10969
Bentleigh East,24 Kurrajong St,3,h,950000,PI,Greg,28.05.2016,13.Eyl,3165,3,1,1,598,,,Glen Eira,-379.129,1.450.786,Southern Metropolitan,10969
Bentleigh East,3b Manuka St,3,h,886000,S,Ray,28.05.2016,13.Eyl,3165,3,2,1,185,122,2012,Glen Eira,-379.159,1.450.787,Southern Metropolitan,10969
Bentleigh East,36a Barrington St,3,t,780000,PI,Buxton,28.08.2016,13.Eyl,3165,3,2,1,209,,,Glen Eira,-379.131,145.07,Southern Metropolitan,10969
Bentleigh East,3 Belinda Ct,4,h,1015000,S,C21,28.08.2016,13.Eyl,3165,4,2,3,625,198,1997,Glen Eira,-379.374,1.450.726,Southern Metropolitan,10969
Bentleigh East,1/3 Brady Rd,3,u,830000,S,Woodards,28.08.2016,13.Eyl,3165,3,2,2,395,,2001,Glen Eira,-379.364,1.450.649,Southern Metropolitan,10969
Bentleigh East,9 Colin St,3,h,1241000,S,Hodges,28.08.2016,13.Eyl,3165,3,1,1,643,,,Glen Eira,-379.237,1.450.527,Southern Metropolitan,10969
Bentleigh East,27 Connie St,4,h,1255000,S,Buxton,28.08.2016,13.Eyl,3165,4,2,2,610,167,1950,Glen Eira,-379.207,1.450.757,Southern Metropolitan,10969
Bentleigh East,8 Marlborough St,3,h,1320000,S,Buxton,28.08.2016,13.Eyl,3165,3,1,1,593,94,1950,Glen Eira,-379.178,145.067,Southern Metropolitan,10969
Bentleigh East,1/39 Neville St,3,h,870000,S,Gary,28.08.2016,13.Eyl,3165,3,2,1,326,133,1950,Glen Eira,-379.236,1.450.545,Southern Metropolitan,10969
Bentleigh East,4 Wingate St,4,h,1472500,S,hockingstuart,28.08.2016,13.Eyl,3165,4,2,2,592,219,2013,Glen Eira,-379.351,1.450.572,Southern Metropolitan,10969
Bentleigh East,25 Anarth St,2,h,640000,PI,hockingstuart,30.07.2016,13.Eyl,3165,2,2,2,298,118,2005,Glen Eira,-37.908,1.450.716,Southern Metropolitan,10969
Bentleigh East,115 Bignell Rd,2,h,1160000,S,Buxton,30.07.2016,13.Eyl,3165,2,1,2,750,,,Glen Eira,-379.325,1.450.694,Southern Metropolitan,10969
Bentleigh East,12 John St,4,h,1306000,S,Buxton,30.07.2016,13.Eyl,3165,3,2,1,651,,,Glen Eira,-37.919,1.450.558,Southern Metropolitan,10969
